7.434811902515178705e-06,7.401027068052841612e-06,6.004286695174793682e-06,7.478165794018829585e-06,1.066534982970727293e-05,6.929136180497895946e-06,2.047680616753619494e-05,5.897226062448220972e-06,1.863370219801273320e-02,3.927224039558043465e-03
7.459497644990644666e-06,6.054595434573087007e-06,8.537186216135737190e-06,6.496068083202691486e-06,9.367187053667895869e-06,6.427473549554195398e-06,2.259653688210730568e-05,8.393380647858355838e-06,2.589991594605398767e-02,2.178115128272531918e-03
6.944730234045148509e-06,5.733512803061831920e-06,7.808630767516462655e-06,6.127087042887281801e-06,1.019726494803006213e-05,6.344905129850517947e-06,2.098024199274199595e-05,7.640329844308128333e-06,1.995584813580872363e-02,4.092237032886353668e-03
6.134806541947837511e-06,5.689122072267038893e-06,5.947854959921972528e-06,5.608598661407498322e-06,1.096433457198591537e-05,6.177428448919005545e-06,2.193251756215226057e-05,5.856075509128902030e-06,2.502098023364777296e-02,6.366740937599600463e-03
1.079975426346120449e-05,9.446114584476810553e-06,9.285262359265202838e-06,1.011453307678223029e-05,8.738704520309182442e-06,6.668913913187978394e-06,2.108835573410830684e-05,9.068488826037318147e-06,1.010093569414342168e-02,1.495956615184846749e-03
8.119730376270258167e-06,8.051506324057596100e-06,6.441950597168349226e-06,8.118885213819154482e-06,9.442050085848380442e-06,6.752335008769923795e-06,2.263345946376038172e-05,6.354950013012691915e-06,2.467626383266156159e-02,2.085317612433342047e-03
1.078969175729542039e-05,9.474801789203186195e-06,9.268681490564260596e-06,1.008394536071590413e-05,8.772914727755285787e-06,6.689470767131547196e-06,2.103347291111525659e-05,9.052634997566546616e-06,1.010244775707359703e-02,1.495862319152316483e-03
8.538477283882963596e-06,6.561458105331231123e-06,1.064491756243004488e-05,7.284948393748552677e-06,9.995509430887595620e-06,6.807168304906431162e-06,2.302088047910536933e-05,1.040052752176730849e-05,1.229715775977347283e-02,1.853806839252555199e-03
8.504634789885922509e-06,6.578879047095866061e-06,1.056288661007755734e-05,7.231392540559226781e-06,9.937194347312748545e-06,6.799793835425427669e-06,2.370084100071004804e-05,1.032187480187120788e-05,1.231203423559897904e-02,1.854999090738801860e-03
8.538477283882939879e-06,6.561458105331236205e-06,1.064491756243002455e-05,7.284948393748550136e-06,9.995509430887592232e-06,6.807168304906429468e-06,2.302088047910536594e-05,1.040052752176732543e-05,1.229715775977351100e-02,1.853806839252554331e-03
8.504634789885922509e-06,6.578879047095865214e-06,1.056288661007755395e-05,7.231392540559228476e-06,9.937194347312772262e-06,6.799793835425428517e-06,2.370084100071004804e-05,1.032187480187118247e-05,1.231203423559896690e-02,1.854999090738801643e-03
8.435484617403825029e-06,6.708494734362894299e-06,9.525685666301352732e-06,7.491983910781178556e-06,1.030825009961110588e-05,6.724278842018627365e-06,2.427700460270526949e-05,9.537226638261047293e-06,1.287186510267890154e-02,1.933971035521400532e-03
8.538477283882934797e-06,6.561458105331245523e-06,1.064491756243003979e-05,7.284948393748565382e-06,9.995509430887599008e-06,6.807168304906429468e-06,2.302088047910538627e-05,1.040052752176731188e-05,1.229715775977347630e-02,1.853806839252553247e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
