6.993844268896648671e-06,5.767824343800295330e-06,7.909894487208666013e-06,6.136301890311429335e-06,1.017369689744922198e-05,6.347327655002692967e-06,2.061856270535049034e-05,7.737404994023195081e-06,1.976586963634267488e-02,4.046902731448738175e-03
1.608649965109156993e-05,1.418107912301980387e-05,1.085600781199911557e-05,1.360524981316948870e-05,1.480709311136278947e-05,4.867920144343498783e-06,5.753607608921990202e-06,1.297958784690924789e-05,3.272435685473759626e-02,2.718532299288252342e-04
8.435484617403840276e-06,6.708494734362895146e-06,9.525685666301340874e-06,7.491983910781188721e-06,1.030825009961110249e-05,6.724278842018622283e-06,2.427700460270526271e-05,9.537226638261072704e-06,1.287186510267887204e-02,1.933971035521395545e-03
6.344934098147465724e-06,5.616909579312670860e-06,6.310223930057106475e-06,5.976253754820649162e-06,1.174339509089738891e-05,6.678392816363140461e-06,2.259011045655307244e-05,6.282357609025721053e-06,2.218764340411126870e-02,4.861287945726709345e-03
1.078969175729546104e-05,9.474801789203198053e-06,9.268681490564252125e-06,1.008394536071594479e-05,8.772914727755282398e-06,6.689470767131517550e-06,2.103347291111521932e-05,9.052634997566521205e-06,1.010244775707360744e-02,1.495862319152314532e-03
8.521398177184407447e-06,6.574544852673805365e-06,1.058965999237978686e-05,7.258698791578138119e-06,9.957038388823889933e-06,6.797686373959769389e-06,2.344187963014528816e-05,1.034707660566549531e-05,1.230887302586193902e-02,1.854088575906143784e-03
9.169169175084278839e-06,8.886959197431200654e-06,7.130262710803065784e-06,9.496198154186676426e-06,1.045287453178372184e-05,7.088312415094841645e-06,2.421448676504203332e-05,7.140710251820154162e-06,1.233564376180174525e-02,1.850426993856008626e-03
1.853120737744525949e-05,1.695811459458765674e-05,1.137772781229775582e-05,1.604951312855325355e-05,1.541620356153584870e-05,5.087370801523629045e-06,6.094979725198670859e-06,1.394953378579652021e-05,1.626686022629243722e-02,2.592162997238333646e-04
6.314870084485520761e-06,5.844210327808970431e-06,6.287028737302489509e-06,5.671441138236619044e-06,1.166185415890514453e-05,6.555777098109963212e-06,2.247534165964402140e-05,6.186985232676426129e-06,1.799283108354063701e-02,6.410054354939286395e-03
6.362380272379682380e-06,5.634551502674189795e-06,6.315787263683344480e-06,5.993056136217222841e-06,1.172336411569899003e-05,6.647831249787627425e-06,2.241826317127684559e-05,6.276235105191209127e-06,2.223443939791567431e-02,4.877003954685941826e-03
6.314870084485517373e-06,5.844210327808982289e-06,6.287028737302483579e-06,5.671441138236616503e-06,1.166185415890514961e-05,6.555777098109939495e-06,2.247534165964406544e-05,6.186985232676421047e-06,1.799283108354064742e-02,6.410054354939289864e-03
8.514199136073416564e-06,6.573664528051213647e-06,1.058223218204441686e-05,7.248662669180080633e-06,9.952554691950710921e-06,6.801415304304540787e-06,2.352299549054843973e-05,1.034006010008576548e-05,1.230965852553018297e-02,1.854323219408281860e-03
6.112653862720565495e-06,5.525314461410820407e-06,5.990637863928780624e-06,5.660809961983750102e-06,1.030997785060117854e-05,6.153907220247406466e-06,2.245651476617482553e-05,5.929179785521570449e-06,4.967778422187656140e-02,3.356767019112965635e-03
6.000502036248277802e-06,5.426327160327684317e-06,5.941647478658245040e-06,5.566962302462506314e-06,1.117034044026334483e-05,6.416867580052939615e-06,2.221892891477565566e-05,5.875356265644775628e-06,3.784849405230856362e-02,4.230126683534154476e-03
6.944730234045129027e-06,5.733512803061837849e-06,7.808630767516454185e-06,6.127087042887291965e-06,1.019726494803005027e-05,6.344905129850502700e-06,2.098024199274205694e-05,7.640329844308141886e-06,1.995584813580866465e-02,4.092237032886362341e-03
8.504634789885912345e-06,6.578879047095865214e-06,1.056288661007754887e-05,7.231392540559232711e-06,9.937194347312753627e-06,6.799793835425421740e-06,2.370084100071007176e-05,1.032187480187120449e-05,1.231203423559897904e-02,1.854999090738801860e-03
7.092612564370157545e-06,8.102080238676127530e-06,4.641624101365629212e-06,9.130993184340349865e-06,1.643162230762083202e-05,8.139684350530648727e-06,2.223935611135445680e-05,4.633922107782545416e-06,1.666703838871155807e-02,2.883761702638808992e-03
