1.479398991971980225e-07,5.604860352646759071e-07,1.317744454087365073e-04,4.618072616399335449e-07,8.474649517996738824e-05,3.594412314903884674e-07,1.740101924777081858e-05,1.444936028041744156e-05,1.926846190149361185e-05,1.546747576363327909e-05,2.562951981068066601e-05,1.597580512928402187e-05,5.385005525967450257e-05,1.886661773749442943e-05,5.078935809321507427e-02,1.036044871948597901e-02
1.601609004685926374e-07,6.126077497150008576e-07,1.422387046524046389e-04,5.087989575757665480e-07,9.035781370148684869e-05,3.957135762097896689e-07,2.002190553113534946e-05,1.598027087420611459e-05,2.221385021461825789e-05,1.802529505550749681e-05,2.479219594481033026e-05,1.611114690177065724e-05,5.981478100820364623e-05,2.223419283346408874e-05,3.113294213661368590e-02,4.686831102520197002e-03
1.479825796205571330e-07,5.617472262276025771e-07,1.315239084117567677e-04,4.605398555764386075e-07,8.290461972705758550e-05,3.555341794206532640e-07,1.756156031725241462e-05,1.453507382340888185e-05,1.947299706270410067e-05,1.560823979410105956e-05,2.568346494254507747e-05,1.591269291442376174e-05,5.330056461593450618e-05,1.906103256690472848e-05,5.084462986011785424e-02,1.037158170000104102e-02
1.405414503694522189e-07,5.479140783905446676e-07,1.868620923583507723e-04,1.449259877682395444e-06,1.022587392234403499e-04,6.386414098165845305e-07,1.633583046448894036e-05,1.346651974514142707e-05,1.774982516155216721e-05,1.468362603315303958e-05,2.165363338759523522e-05,1.425990681229189960e-05,5.213201774854079110e-05,1.745342121395746172e-05,2.756803511674668639e-02,4.168808839866738197e-03
1.398983198828834502e-07,5.017770300681980208e-07,1.196878393725525234e-04,4.217426116987786350e-07,7.461271555779771711e-05,3.202833345791756958e-07,2.855489505458987039e-05,2.501740638672524702e-05,2.462693827569010537e-05,2.681191547237971482e-05,2.353872594373545353e-05,1.807340854596505133e-05,5.709598857278093539e-05,2.404876403710786703e-05,2.700087110140492533e-02,4.002100455375435899e-03
1.554873482440678451e-07,5.902578500238163189e-07,1.368497036703569044e-04,4.895706647782076382e-07,8.589873857594763039e-05,3.767767094744929176e-07,2.095048613783244068e-05,1.611049736072833643e-05,2.579767787874929884e-05,1.802304789797074937e-05,2.454215595103427543e-05,1.670456128897321744e-05,5.711646368994297566e-05,2.521077853289762510e-05,3.009315523524746724e-02,4.544376755497595184e-03
1.548422571368229363e-07,5.929861452970592292e-07,1.395807541524236308e-04,4.908414777781660229e-07,9.047003484939656812e-05,3.855088712560167636e-07,2.061054904883152664e-05,1.602715211343425588e-05,2.509717172097384303e-05,1.769780725033666174e-05,2.429053148057194083e-05,1.654697800773322018e-05,5.854930162816375505e-05,2.453999491891460509e-05,2.991678926496705790e-02,4.533349651968246637e-03
1.461563431370516005e-07,5.693267103571871302e-07,1.329352059922685582e-04,4.656092824461221826e-07,8.449859448189489368e-05,3.621165498545649142e-07,1.738402587157140700e-05,1.447212061907732081e-05,1.908581364260859107e-05,1.549828374293351672e-05,2.554297199779074085e-05,1.581609841532647523e-05,5.369779970619884929e-05,1.868705030210179781e-05,5.100252967772941209e-02,1.039778728346612419e-02
1.598101930913218100e-07,6.135390485992708482e-07,1.450082073566455714e-04,5.044927794709531332e-07,9.005481496147641114e-05,3.921237132703005640e-07,1.877494508290546241e-05,1.586922408384099429e-05,2.051835446895976830e-05,1.661069944203262468e-05,2.970628210563698346e-05,1.679631053395373496e-05,6.134984233821378610e-05,2.012419216344041225e-05,3.087260659081769373e-02,5.154181883387598181e-03
1.502431144651256377e-07,5.697243777596656722e-07,1.347251889175157813e-04,4.921176433531539382e-07,8.190126054193991138e-05,3.746736415934835658e-07,2.259450173252087378e-05,2.370544772567703288e-05,1.681657444627034318e-05,2.335908539219233837e-05,2.768721837843546321e-05,1.944945419061305697e-05,5.675102124396273783e-05,1.658109203929819623e-05,3.003525745656083351e-02,4.521121390481186789e-03
1.365533130726184531e-07,5.378158434305688065e-07,1.945959265922461170e-04,1.426487648585679345e-06,9.453583299930210654e-05,6.104398798483183627e-07,1.279348267957461270e-05,1.157641431983916972e-05,1.260251684659314621e-05,1.196367112328901259e-05,2.417945666545773421e-05,1.405587775239530704e-05,4.782030091029607647e-05,1.242975963225607170e-05,4.658446299189167306e-02,1.019844695953690643e-02
